,comment,reference,is_related
2035,"есть, у гугл букс можно искать кучу книг по фразе, но копирайт, библиотеки и тд не дают выкладывать полностью в открытый доступ.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2036,я котик,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2037,а почему в шапке нет видео курса от caltech. ,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2038,"хелп. пишу сверточную нейронную сеть, и в какойто момент она застряет в одном месте, а также картинки при обработке сверткой становятся очень сильно засвечены.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2039,на последних слоях свертки они вообще уже становятся одного сплошного цвета.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2040,"но, вот если использовать простые данные для обучения, то алгоритм справляется. на и пикче данные по которым снс училась.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2041,"сам пишешь. или юзаешь готовую либу, а сам просто проектируешь нейросеть. мимоньюфаг","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2042,"сам пишу, использую только либу для линейной алгебры.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2043,"если бы только проектировал, то, наверное, таких проблем не было.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2044,"и зачем ты так делаешь. в современным библиотеках строиться граф, бегают тензоры по графу, оптимизаций куча.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2045,"машинным обучением, нейронками и прочим ии разве есть смысл заниматься самому, без профильного во. ","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2046,"ну, мне кажется, что если оно все за меня делать будет, то я ничему не научусь.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2047,обычно есть разделение на исследователей и простых макак. исследователям желательно что-то типа phd.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2048,и ведь макаки больше чем исследователи зарабатывают,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2049,а есть смысл получать этот phd.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2050,если хочешь стать исследователем то да. ,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2051,в это дело я бы с радостью. правда возраст уже не позволяет образование получать года,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2052,"но ведь спрос на макак больше, сейчас даже ссаные турагентства, которые должны умереть как мамонты, пытаются в бигдату, машинленинг и кластерный анализ","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2053,чем нейронки и машин лернинги грозят рядовым программистам макакам. их трудов ведь можно автоматизировать и передать работу под ии.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2054,нейронки и машин лернинг ииихех,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2055,я кафир,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2056,автоматизация джуниор,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2057,"какая нах нейроночка, если автоматизация в этой области полностью решается экспертной системой. то же самое и в области постановки мед диагнозов этим вроде ватсон сейчас занимается","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2058,"смотря что ты подразумеваешь под заниматься машинным обучением. есть немало дата аналитиков, которые, грубо говоря, просто юзают алгоритмы как чрные коробки.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2059,"как раз и заниматься разработкой этих самых черных коробок, теорией алгоритмов, статистикой, теорией информации и обучением.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2060,"я так понимаю, без пары титанов в лидерборды на кегле лучше не пытаться лезть.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2061,"юристику невозможно формализовать внезапно, нейронки решают то, что нельзя формализовать. скорее бы юристов пидорнули, не люблю этих чсвшных говнокодомакак уровня с.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2062,"ну почему же, там сейчас у сбера конкурс есть по оценке недвижимости, можно на cpu считать. да и по другим конкурсам я не очень понимаю, зачем там титаны, если конечно ты не обучаешь десять ансамблей ","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2063,"дата саенс это же не про давайте навернём десять тыщ слов, а про грамотный анализ данных, отбор фич, генерирование макрофич, очистку датасета и т. д. для всего этого титаны не нужны","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2064,"ну я сам не лез еще, но краем уха на хабрах всяких неоднократно слышал что одна из проблем использования кегли для саморазвития что там в топах и кернелах часто висят парни, которые просто стакают сетки!","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2065,"если тебе для саморазвития какая разница, кто там в топе. просто решай задачи, получай бесценный опыт. парни, которые просто стакают сетки в ансамблину есть такое. а ты придумай новое.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2066,"ну так интересней гораздо, когда на что-то претендуешь плюс победители обычно расписывают свое решение, но там редко что-то ценное. ","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2067,translated значит переведено по англ,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2068,а на чем делать ии. нейросети же обладают гладкостью.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2069,"юристику невозможно формализовать, юристика это формализация курильщика, конкретный пример, когда формализацию делают гуманитарии.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2070,"пока довены ботанидзе в этом итт треди пердят и превозмогают во имя светлого машинного будущего, нормальные пацаны используют ml по назначению. ","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2071,щас бы продать говностартап за м,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2072,"посоветуйте два схожих датасета чтобы показать оверфитинг модели. mnist распознает на , но я знаю что это лютый оверфит.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2073,как изменяется variance и bias эстиматора при увеличении делений итераций в кросс валидации.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2074,как дойти от likelihood модели naive bayes бернулли в записи как py x.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2075,"делил, слишком однородные данные, распознается почти все.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2076,"эксперты, расскажите как может работать эта штука","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2077,"ну еще сверточные сети, как обычно. еще в прошлом году тута постили ссылку на пейпер, в котором это описано. мне вот интересно, цп оно генерировать может из текста.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2078,"спасибо. было бы совсем круто, если ктонибудь поделится ссылочкой на пейпер","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2079,"тренирую сверточную нейросеть на классификацию изображений, на данных из инета imagenet, google работает относительно нормально.","машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",1
2080,рассказы брать на стульчик. нет.,"машинное обучение и нейросети. pattern recognition and machine learning, bishop. information theory, inference amp learning algorithms, mackay.",0
2081,"ковырять сфинктер пальчиком приятнее и полезнее, чем дрочить унылые олимпиадки.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",0
2082,олимпиада и матан это чтото среднее между увлечением и неплохим бонусом,"как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2083,подразумеваю олимпиадное программирование только,"как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2084,вместо прикладных вещей дрочить олимпиады ору в голос с этих слабоумных,"как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2085,"я не говорю, что именно памяти не хватит для олимпиадного. я в общих чертах. например, юриспруденция для любого человека важнее чем физика для программиста. ","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2086,"где-то видел, чтоб я сказал, что вместо промышленного я хочу дрочить олимпиады.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2087,"те же хакатоны намного полезнее, ибо позволяют написать полноценный продукт и сделать чтото полезное.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2088,"отрицательно, те же хакатоны намного полезнее, ибо позволяют написать полноценный продукт и сделать что-то полезное.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2089,"на джаве бы ещё сказал. тем временем один из топ языков интерпрайза , в который раз доказывает что олимпиады не нужны","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2090,шутка про gb,"как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",0
2091,"нужно оно, или поток говна","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",0
2092,"на питухоне никто вроде и не пишет олимпиады долгое время писали только на крестах, но теперь пишут и на питухоне","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2093,"пишут на всем, просто разные языки имеют свой коээфициент оверхеда, поэтому для них, допустимый таймаут и количество памяти вычисляется на основе этих коээфициентов.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2094,"гайс, куда пиздовать в гугле с такой задачкой есть смешанный взвешенный граф асимметричная матрица смежности х, например.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2095,"смешанный взвешенный графа симметричная матрица смежности матанопитух в треде, я спокоен.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2096,"бля, иди нахуй я менджер и не горжусь этим для самого этот эзопов язык, как очко мамонта.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",0
2097,"для отбора в топконторы гуд. там ты можешь за всю жизнь прогу длиннее строк не написать, но на алгоритмы там дрочат нещадно.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2098,"отношусь положительно, участвую во всяких соревнованиях, занимаю вполне приличные месте топ , это учитывая, что я ее не дрочил в вузе, самоучка без тренера. ","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2099,"спрашиваю упоротоолимпиадников, что коммерческого написали они, естественно с применением алгоритмов, стучат ножкой и обижаются.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2100,"большего количество пидерасни в одной фирме зао норситранс я за двадцать лет не видел, банноеит просто отдыхает. истерик","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",0
2101,"бауманка пишет откатную хуйню, я спокоен","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",0
2102,"лично мне это помогает быстрее искать баги, быстрее разбираться в проекте, представлять абстрактные конструкции в голове, что да как взаимодействует, писать более оптимальный код.","как вы относитесь к олимпиадному программированию и, по совместительству, математике для программиста. нужно оно, или поток говнокода и без этого пойдет. писали олимпиады в универах?",1
2103,и каждому ли сейчас нужно уметь в it.,"хочу затронуть такой казалось бы избитый вопрос как образование для it специалиста, карьерный рост и в целом о проф. ориентации.",1
2104,если ты не умеешь в айти в то можно ползти на кладбище,"хочу затронуть такой казалось бы избитый вопрос как образование для it специалиста, карьерный рост и в целом о проф. ориентации.",1
2105,"а уровень этих умеешь какой должен быть. это не означает, что классическое образование в сфере экономики, логистики, маркетинга и т. д. и т. п. без приставки программистинформатик по сути обесценилось.","хочу затронуть такой казалось бы избитый вопрос как образование для it специалиста, карьерный рост и в целом о проф. ориентации.",1
2106,пхп умерло в году. если свой сайт сделаю то проще будет работку найти.,"программирования тред, обсуждаем языки и технологии разработки",1
2107,"php это ковырялки легаси, плохая производительность и scaling. в бекэнде пока что только go из нормальных языков.","программирования тред, обсуждаем языки и технологии разработки",1
2108,"не позорь go сообщество, чушь несешь.","программирования тред, обсуждаем языки и технологии разработки",1
2109,"после установки git появились git cmd и git bash. для чего они нужны, если команды git работают при наборе в cmd. exe. чтобы git каждый раз к имени команды не прибавлять.","программирования тред, обсуждаем языки и технологии разработки",1
2110,даров где можно скачать какие нибудь паки картинок по категориям. по штук для разных категорий.,"программирования тред, обсуждаем языки и технологии разработки",0
2111,животноемлекопитающеекотиккотомaльчик,"программирования тред, обсуждаем языки и технологии разработки",0
2112,так и предполагается. что именно требуется сделать.,"программирования тред, обсуждаем языки и технологии разработки",0
2113,ромбовидное наследование. не обращай внимания.,"программирования тред, обсуждаем языки и технологии разработки",1
2114,пол байта это или бит.,"программирования тред, обсуждаем языки и технологии разработки",1
2115,"сап анон, подскажи сайт с фрилансерами для лайтовых задач. типа решения лаб и т. д.","программирования тред, обсуждаем языки и технологии разработки",1
2116,помогите есть кто со знанием инженера асутп по электросчетчикам.,"программирования тред, обсуждаем языки и технологии разработки",1
2117,как мне попасть в б без регистрации.,"программирования тред, обсуждаем языки и технологии разработки",0
2118,ооп на с лафоре норм книга.,"программирования тред, обсуждаем языки и технологии разработки",0
2119,"ты не понимаешь сути pr, здесь школоло, вайтишники и неосиляторы тралят друг друга.","программирования тред, обсуждаем языки и технологии разработки",0
2120,"анон, сколько может в среднем нафрилансить вебмакака со знаниями html, css и php в месяц.","программирования тред, обсуждаем языки и технологии разработки",1
2121,"поцоны, пытаюсь решить задачу на двумерную упаковкураскрой, хочу получить что то подобное.","программирования тред, обсуждаем языки и технологии разработки",1
2122,"аноны, горит проект, игра жизнь на чистом html, я вообще на энергетика учусь, а тут такое задали. у кого нибудь есть примеры.","программирования тред, обсуждаем языки и технологии разработки",1
2123,"get запрос и проверка редиректа, ищешь любой хостенг с php cron jobs email рассылка","программирования тред, обсуждаем языки и технологии разработки",1
2124,есть ли в природе эмуляторы для cortex mf.,"программирования тред, обсуждаем языки и технологии разработки",1
2125,бамп вопросу. апреля позади.,"программирования тред, обсуждаем языки и технологии разработки",0
2126,"алан бьюли, изучаем sql.","программирования тред, обсуждаем языки и технологии разработки",1
2127,"доброе утро, господа. реквестирую. .. алгоритм деления в столбик. нет, серьзно я не могу придумать универсальные алгоритм, в т. ч. для дробных чисел.","программирования тред, обсуждаем языки и технологии разработки",1
2128,что go. ваканcий на headhunter по россии.,"программирования тред, обсуждаем языки и технологии разработки",1
2129,какой порядок цен на перевод аккаунта на форуме в состояние вечного бана. движок у форума vbulletin.,"программирования тред, обсуждаем языки и технологии разработки",1
2130,"ищу библиотеку словарь на любом языке для нормализации имен. например parseсашенька, female александра. буду очень благодарен за ссылки. яп любой.","программирования тред, обсуждаем языки и технологии разработки",1
2131,"спасибо. на этом вообще реально деньги зарабатывать, хотя бы к в месяц.","программирования тред, обсуждаем языки и технологии разработки",0
2132,"сап уважаемые программисты, мне надо прогу для дипломной написать, хотя я по специальности судовождение. какой самый лгкий язык для написания.","программирования тред, обсуждаем языки и технологии разработки",1
2133,"обычно первокурсники в россии изучают язык си. это не очень плохая идея в той части, что большинство языков имеют сиподобный синтаксис.","программирования тред, обсуждаем языки и технологии разработки",1
2134,гугли про группы захвата и квантор ?,"программирования тред, обсуждаем языки и технологии разработки",1
2135,чего ты ругаешься.,"программирования тред, обсуждаем языки и технологии разработки",0
2136,ну это вообще какойто изи мод.,"программирования тред, обсуждаем языки и технологии разработки",0
2137,"поясните, пожалуйста, как постить через ch api. я не понимаю, что нужно с капчей делать, пытаюсь отправить тестовый запрос выдает, что капча неверна.","программирования тред, обсуждаем языки и технологии разработки",1
2138,"складывается впечатление, что проект писал какойто маг. а на самом деле его писал дебил.","программирования тред, обсуждаем языки и технологии разработки",0
2139,укуривайся справочниками по архитектуре пк.,"программирования тред, обсуждаем языки и технологии разработки",1
2140,тогда страдай.,"программирования тред, обсуждаем языки и технологии разработки",0
2141,"потому что пердольось зделана разработчиками добровольцами под себя, больше ни для чего она не годится.","программирования тред, обсуждаем языки и технологии разработки",1
2142,"капай дистилированую воду, и моргай чаще, от визина хуже будет.","программирования тред, обсуждаем языки и технологии разработки",0
2143,лет пять назад портировал один чужой проект на тогда еще новую платформу. асло он был выложен под лицензией уровня зацените поцаны.,"программирования тред, обсуждаем языки и технологии разработки",1
2144,"сап, анон. посоветую где можно купить норм курсач по программированию.","программирования тред, обсуждаем языки и технологии разработки",0
2145,"утромвечером использую капли крем вокруг глаз, чтобы кругов не было и опухлость снять.","программирования тред, обсуждаем языки и технологии разработки",0
2146,"паскаль лучший вариант для первого языка. он более строгий и детальный, по сравнению с тем же питоном.","программирования тред, обсуждаем языки и технологии разработки",1
2147,"саганул случайно, виноват.","программирования тред, обсуждаем языки и технологии разработки",0
2148,на степике курс пройди основы linux.,"программирования тред, обсуждаем языки и технологии разработки",1
2149,подай в суд. зарепортил подпиндосника.,"программирования тред, обсуждаем языки и технологии разработки",0
2150,денег дай.,"программирования тред, обсуждаем языки и технологии разработки",0
2151,ктонить брал курсы на гикбрейнсе.,"программирования тред, обсуждаем языки и технологии разработки",1
2152,ммм. нейроночки. распознования всякие. звучит годно,"программирования тред, обсуждаем языки и технологии разработки",1
2153,в универе вс относительно бессмысленно.,"программирования тред, обсуждаем языки и технологии разработки",0
2154,"спокойнее, анончик. совсем так нервы посадишь, это не дело.","программирования тред, обсуждаем языки и технологии разработки",0
2155,"суп двошь. выручи книгой по ассемблеру, с уклоном на процы серии моторола к, на русском. я знаю, их у тебя есть.","программирования тред, обсуждаем языки и технологии разработки",1
2156,"я новичок, пока другие продолжают ныть что у них нет стартового капитала и ещ чего то я делаю.","программирования тред, обсуждаем языки и технологии разработки",0
2157,про tarantool кто что может сказать. стоит ли связываться. а миго браузер в комплекте будет.,"программирования тред, обсуждаем языки и технологии разработки",1
2158,"а мне хочется на макбуках руби писать. ух, как открою макбук, так сразу борода шелковистее становится.","программирования тред, обсуждаем языки и технологии разработки",1
2159,"ууу. набижали ссаные хипсторыньюфаги на вимах. вот в наше то время, загрузил с перфокарты емакс и регистры на калькуляторе.","программирования тред, обсуждаем языки и технологии разработки",1
2160,соблюдайте технику безопасности.,"программирования тред, обсуждаем языки и технологии разработки",0
2161,"вкатиться в апворк просто, достаточно поставить баксов в час и приличное резюме.","программирования тред, обсуждаем языки и технологии разработки",1
2162,макак много. программистов нещадно мало.,"программирования тред, обсуждаем языки и технологии разработки",1
2163,"objectivec. сам язык очень простой там реально с с классами с минимум добавлений к синтаксису с. он правда несколько специфичен, но это мелочи.","программирования тред, обсуждаем языки и технологии разработки",1
2164,"аноны, у меня скоро будет предмет системное программирование. сейчас есть пара свободных дней. какие книги есть по этой теме.","программирования тред, обсуждаем языки и технологии разработки",1
2165,"посоветуйте, пожалуйста, таймтрекер или калькулятор времени.","программирования тред, обсуждаем языки и технологии разработки",1
2166,двачую этого.,"программирования тред, обсуждаем языки и технологии разработки",0
